"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	51
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	68
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	71
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	79
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	63
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	79
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	86
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	100
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	105
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	106
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	98
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	67
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	161
	"Other Acute Leukemia"	"35041"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	96
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"< 1 year"	"1"	"Female"	"F"	48
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"< 1 year"	"1"	"Male"	"M"	54
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"1-4 years"	"1-4"	"Female"	"F"	137
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	127
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"5-9 years"	"5-9"	"Female"	"F"	89
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	119
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"10-14 years"	"10-14"	"Female"	"F"	100
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	105
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"15-19 years"	"15-19"	"Female"	"F"	93
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	155
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	67
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	141
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	92
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	125
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	113
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	111
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	111
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	130
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	154
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	177
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	159
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	221
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	235
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	296
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	309
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	487
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	441
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	621
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	570
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	899
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	747
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	1167
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	1059
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	1404
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	1311
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	1493
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	2432
	"Other Acute Leukemia"	"35041"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	1744
	"Aleukemic, Subleukemic and NOS"	"35043"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	"Female"	"F"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Male"	"M"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Aleukemic, Subleukemic and NOS"	"35043"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Female"	"F"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"35-39 years"	"35-39"	"Male"	"M"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Female"	"F"	16
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Male"	"M"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Male"	"M"	27
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Female"	"F"	21
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	26
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Female"	"F"	33
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	40
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Female"	"F"	36
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	50
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Female"	"F"	50
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	65
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	37
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	55
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	42
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	68
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Female"	"F"	36
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	47
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Female"	"F"	74
	"Aleukemic, Subleukemic and NOS"	"35043"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	75
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"Male"	"M"	16
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Female"	"F"	16
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Female"	"F"	28
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Male"	"M"	47
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Female"	"F"	36
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Male"	"M"	43
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Female"	"F"	57
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	62
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	79
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	84
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	114
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	101
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	142
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	163
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	206
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	176
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	222
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	203
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	245
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	227
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	238
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	237
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	236
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	226
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	240
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	215
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	214
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	152
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	327
	"Aleukemic, Subleukemic and NOS"	"35043"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	183
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"< 1 year"	"1"	"Female"	"F"	38
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"< 1 year"	"1"	"Male"	"M"	41
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"1-4 years"	"1-4"	"Female"	"F"	58
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	73
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"5-9 years"	"5-9"	"Female"	"F"	54
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	61
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"10-14 years"	"10-14"	"Female"	"F"	45
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	61
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"15-19 years"	"15-19"	"Female"	"F"	73
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	108
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	99
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	144
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	136
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	172
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	181
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	161
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	242
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	240
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	351
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	371
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	471
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	525
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	660
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	775
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	901
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	1103
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	1172
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	1539
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	1453
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	1962
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	1762
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	2323
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	1995
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	2684
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	2290
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	2756
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	4371
	"Aleukemic, Subleukemic and NOS"	"35043"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	3439
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Female"	"F"	21
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	32
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Female"	"F"	33
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	24
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Female"	"F"	24
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	25
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Female"	"F"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	29
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Female"	"F"	36
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Female"	"F"	26
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Male"	"M"	21
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"80-84 years"	"80-84"	"Female"	"F"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"85+ years"	"85+"	"Female"	"F"	27
	"Aleukemic, Subleukemic and NOS"	"35043"	"Other Races and Unknown combined"	"2131-1"	"85+ years"	"85+"	"Male"	"M"	16
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	18
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	16
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	16
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Male"	"M"	22
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	19
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	19
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	33
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	20
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	28
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	31
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	37
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	31
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	49
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	49
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	53
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	53
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	61
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	59
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	62
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	48
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	62
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	53
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	56
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	51
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	42
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	56
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	35
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"< 1 year"	"1"	"Female"	"F"	30
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"< 1 year"	"1"	"Male"	"M"	39
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"1-4 years"	"1-4"	"Female"	"F"	38
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	47
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	28
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"10-14 years"	"10-14"	"Female"	"F"	26
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	33
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"15-19 years"	"15-19"	"Female"	"F"	43
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	61
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	56
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	76
	"Other Myeloid/Monocytic Leukemia"	"35023"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	73
