"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	466
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4667
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	5543
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	55495
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1318
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	106
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1052
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	1060
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	14876
	"Thyroid"	"32010"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	360
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	452
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4483
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	6056
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	59403
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1244
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	91
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1187
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	1248
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	17872
	"Thyroid"	"32010"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	354
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	440
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4341
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	6311
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	59603
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1125
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	131
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1055
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	1444
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	20452
	"Thyroid"	"32010"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	311
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	342
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3601
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	5842
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	52966
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	934
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	119
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1050
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	1577
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	21889
	"Thyroid"	"32010"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	289
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	282
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2807
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	4907
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	42857
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	675
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	136
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	992
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	1479
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	21074
	"Thyroid"	"32010"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	214
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	191
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2375
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	4005
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	37334
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	515
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	107
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	813
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	1238
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	19681
	"Thyroid"	"32010"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	187
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	154
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1505
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	2729
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	26591
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	321
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	60
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	592
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	928
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	14772
	"Thyroid"	"32010"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	122
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	96
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	927
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	1595
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	18407
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	154
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	41
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	390
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	565
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	10479
	"Thyroid"	"32010"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	57
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	47
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	492
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	853
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	10397
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	74
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	226
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	263
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	5831
	"Thyroid"	"32010"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	40
	"Thyroid"	"32010"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	26
	"Thyroid"	"32010"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	320
	"Thyroid"	"32010"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	609
	"Thyroid"	"32010"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	6969
	"Thyroid"	"32010"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	50
	"Thyroid"	"32010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	121
	"Thyroid"	"32010"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	158
	"Thyroid"	"32010"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	3098
	"Thyroid"	"32010"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	21
	"Urinary Bladder, invasive and in situ"	"29010"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	19
	"Urinary Bladder, invasive and in situ"	"29010"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	27
	"Urinary Bladder, invasive and in situ"	"29010"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	57
	"Urinary Bladder, invasive and in situ"	"29010"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"Urinary Bladder, invasive and in situ"	"29010"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	104
	"Urinary Bladder, invasive and in situ"	"29010"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	21
	"Urinary Bladder, invasive and in situ"	"29010"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	38
	"Urinary Bladder, invasive and in situ"	"29010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	31
	"Urinary Bladder, invasive and in situ"	"29010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	45
	"Urinary Bladder, invasive and in situ"	"29010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	152
	"Urinary Bladder, invasive and in situ"	"29010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	239
	"Urinary Bladder, invasive and in situ"	"29010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	285
	"Urinary Bladder, invasive and in situ"	"29010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	20
	"Urinary Bladder, invasive and in situ"	"29010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	40
	"Urinary Bladder, invasive and in situ"	"29010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	577
	"Urinary Bladder, invasive and in situ"	"29010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	24
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	45
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	541
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	34
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	69
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	1122
	"Urinary Bladder, invasive and in situ"	"29010"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	47
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	45
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	86
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	993
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	40
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	105
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	162
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	2261
	"Urinary Bladder, invasive and in situ"	"29010"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	92
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	59
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	177
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	1989
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	57
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	33
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	164
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	436
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	4616
	"Urinary Bladder, invasive and in situ"	"29010"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	151
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	34
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	100
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	363
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	3947
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	82
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	62
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	334
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	915
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	10143
	"Urinary Bladder, invasive and in situ"	"29010"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	263
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	43
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	161
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	753
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	7736
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	141
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	156
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	534
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	1839
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	21999
	"Urinary Bladder, invasive and in situ"	"29010"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	446
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	83
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	291
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	1444
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	14821
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	268
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	254
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	947
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	3509
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	44106
	"Urinary Bladder, invasive and in situ"	"29010"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	798
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	117
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	443
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	2123
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	23647
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	379
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	385
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1502
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	5607
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	77538
	"Urinary Bladder, invasive and in situ"	"29010"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	1143
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	166
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	588
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	2930
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	33204
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	436
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	468
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2031
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	7283
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	114080
	"Urinary Bladder, invasive and in situ"	"29010"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	1441
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	184
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	822
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	3699
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	43348
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	524
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	601
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2652
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	8606
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	153680
	"Urinary Bladder, invasive and in situ"	"29010"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	1686
	"Urinary Bladder, invasive and in situ"	"29010"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	150
	"Urinary Bladder, invasive and in situ"	"29010"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	860
	"Urinary Bladder, invasive and in situ"	"29010"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	3924
	"Urinary Bladder, invasive and in situ"	"29010"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	49722
	"Urinary Bladder, invasive and in situ"	"29010"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	512
